"","acao","desp_paga","dot_atu","PLOA","Custeio","Dívida","Investimento","Pessoal","Direta","Transferencia","Fontes de Emissão","Fontes próprias","Fontes Tesouro","orgao_valor_1","orgao_valor_2","orgao_valor_3","orgao_valor_4","orgao_valor_5","orgao_valor_6","tituloacao","gnd_predominante","textoacao","2021","2020","2019","2018","2017","2016"
"682","20XM",9816775.12,12666096,12439573,0.911507814617109,0,0.0884921853828906,0,1,0,0.684332573151828,0,0.315667426848172,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__8512805","52000 - Ministério da Defesa__3926768",NA,NA,NA,NA,"Prestação de Ensino Assistencial nos Colégios Militares","Custeio","PRESTACAO DE ENSINO ASSISTENCIAL NOS COLEGIOS MILITARES",12439573,12549136,12553000,12553000,11900000,10550000
"683","20XO",2850304.201085,3037856,9101998,0.519853443167094,0,0.480146556832906,0,1,0,0.410832544678652,0,0.589167455321348,"52000 - Ministério da Defesa__5362601","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__3739397",NA,NA,NA,NA,"Desenvolvimento Tecnológico da Marinha","Custeio","DESENVOLVIMENTO TECNOLOGICO DA MARINHA",9101998,5999999,3985157,7395571,13903962,34288235
"684","20XR",21218497.093516,27597301,50972401,0.795968018065306,0,0.204031981934694,0,1,0,0.529815007144749,0.129481834689325,0.340703158165926,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__27005943","52000 - Ministério da Defesa__23966458",NA,NA,NA,NA,"Capacitação Profissional da Marinha","Custeio","CAPACITACAO PROFISSIONAL DA MARINHA",50972401,39890096,53196500,22348000,48483080,46666783
"685","20XS",1948753.44,2140353,2064951,0.953751929222534,0,0.0462480707774664,0,1,0,0.753735560795389,0,0.246264439204611,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__1556427","52000 - Ministério da Defesa__508524",NA,NA,NA,NA,"Prestação de Ensino Assistencial na Fundação Osório","Custeio","PRESTACAO DE ENSINO ASSISTENCIAL NA FUNDACAO OSORIO",2064951,2225996,2226000,2995000,2909093,2140104
"686","20XT",20245400.02,36999985,36403111,0.843419975836681,0,0.156580024163319,0,1,0,0.365481290870992,0,0.634518709129008,"52000 - Ministério da Defesa__23098455","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__13304656",NA,NA,NA,NA,"Prestação de Serviços Médico-Hospitalares e de Ensino e Pesquisa do Hospital das Forças Armadas","Custeio","PRESTACAO DE SERVICOS MEDICO-HOSPITALARES E DE ENSINO E PESQUISA DO HOSPITAL DAS FORCAS ARMADAS",36403111,38816704,51500000,47320896,48985533,52109795
"687","20XV",1450396170.34032,1836588664,1881598664,0.559974355934173,0,0.440025644065827,0,1,0,0,1,0,"52000 - Ministério da Defesa__1881598664",NA,NA,NA,NA,NA,"Operação do Sistema de Controle do Espaço Aéreo Brasileiro - SISCEAB","Custeio","OPERACAO DO SISTEMA DE CONTROLE DO ESPACO AEREO BRASILEIRO - SISCEAB",1881598664,1836588664,1636588664,1436588664,2085659656,1703913786
"688","20Y0",1084105.7,5238042,2866000,0.818562456385206,0,0.181437543614794,0,1,0,0,0,1,"22000 - Ministério da Agricultura, Pecuária e Abastecimento__2866000",NA,NA,NA,NA,NA,"Fomento à Produção Pesqueira e Aquícola","Custeio","FOMENTO A PRODUCAO PESQUEIRA E AQUICOLA",2866000,2400491,1800492,2700000,2637705,19725000
"689","20Y1",24374.05,14344910,2639999,0.988636359331954,0,0.0113636406680457,0,1,0,0.130978837491984,0,0.869021162508016,"22000 - Ministério da Agricultura, Pecuária e Abastecimento__2294215","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__345784",NA,NA,NA,NA,"Desenvolvimento da Cadeia Produtiva Pesqueira","Custeio","DESENVOLVIMENTO DA CADEIA PRODUTIVA PESQUEIRA",2639999,1109000,9325366,1906260,1906260,27140120
"690","20Y2",19534.4,1228405,2639643,0.988634826754982,0,0.0113651732450184,0,1,0,0,0,1,"22000 - Ministério da Agricultura, Pecuária e Abastecimento__2639643",NA,NA,NA,NA,NA,"Ordenamento, Monitoramento, Controle e Fiscalização da Atividade Pesqueira","Custeio","ORDENAMENTO, MONITORAMENTO, CONTROLE E FISCALIZACAO DA ATIVIDADE PESQUEIRA",2639643,1275594,6900436,3130000,3002480,10720000
"691","20Y3",956527.02,45051456,25476044,1,0,0,0,1,0,0.529769260878965,0,0.470230739121035,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__13496425","54000 - Ministério do Turismo__11979619",NA,NA,NA,NA,"Promoção e Marketing do Turismo no Mercado Nacional","Custeio","PROMOCAO E MARKETING DO TURISMO NO MERCADO NACIONAL",25476044,37606904,97740312,46600000,33178961,45720380
"692","20Y6",73741377.17,197049268,114996743,0.970430492974918,0,0.0295695070250816,0,1,0,0.725020925157854,0.119348119276735,0.155630955565411,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__83375045","22000 - Ministério da Agricultura, Pecuária e Abastecimento__31621698",NA,NA,NA,NA,"Pesquisa e Desenvolvimento de Tecnologias para a Agropecuária","Custeio","PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA A AGROPECUARIA",114996743,155300324,258445720,249053974,262396082,335822135
"693","20Y8",3441774.83,8300549.99999999,6586742,0.903200094978671,0,0.0967999050213292,0,0.639172902172273,0.360827097827727,0,1,0,"22000 - Ministério da Agricultura, Pecuária e Abastecimento__6586742",NA,NA,NA,NA,NA,"Desenvolvimento da Cafeicultura","Custeio","DESENVOLVIMENTO DA CAFEICULTURA",6586742,8390681,13589085,9965000,14149000,14798000
"694","20YA",2375854.18,5264623,3440000,0.872093023255814,0,0.127906976744186,0,0,1,0,0,1,"55000 - Ministério da Cidadania__3440000",NA,NA,NA,NA,NA,"Preparação de Atletas e Capacitação de Recursos Humanos para o Esporte de Alto Rendimento","Custeio","PREPARACAO DE ATLETAS E CAPACITACAO DE RECURSOS HUMANOS PARA O ESPORTE DE ALTO RENDIMENTO",3440000,3e+06,3e+06,10400000,5.3e+07,1.05e+08
"695","20YD",1097782941.71,1263548520,1581005000,0.999240989117681,0,0.000759010882318525,0,0.995334498625874,0.00466550137412595,0,0.000862156666171201,0.999137843333829,"36000 - Ministério da Saúde__1581005000",NA,NA,NA,NA,NA,"Educação e Formação em Saúde","Custeio","EDUCACAO E FORMACAO EM SAUDE",1581005000,1177514000,1148621000,1005150000,986342200,996927000
"696","20YE",3700051506.26,5170718166,5.378e+09,0.97954629973968,0,0.0204537002603198,0,1,0,0,0,1,"36000 - Ministério da Saúde__5.378e+09",NA,NA,NA,NA,NA,"Aquisição e Distribuição de Imunobiológicos e Insumos para Prevenção e Controle de Doenças","Custeio","AQUISICAO E DISTRIBUICAO DE IMUNOBIOLOGICOS E INSUMOS PARA PREVENCAO E CONTROLE DE DOENCAS",5.378e+09,4903017433,5296700000,4.827e+09,4e+09,3.255e+09
"697","20YJ",63201106.41,153605677,220000017,0.947727276766529,0,0.0522727232334714,0,0.571818137632235,0.428181862367765,0,0,1,"36000 - Ministério da Saúde__220000017",NA,NA,NA,NA,NA,"Fortalecimento do Sistema Nacional de Vigilância em Saúde","Custeio","FORTALECIMENTO DO SISTEMA NACIONAL DE VIGILANCIA EM SAUDE",220000017,288500000,288500000,307050000,307050000,3.25e+08
"698","20YN",125749503.63,244255067,2.8e+08,0.820963392857143,0,0.179036607142857,0,1,0,0,0,1,"36000 - Ministério da Saúde__2.8e+08",NA,NA,NA,NA,NA,"Sistemas de Tecnologia de Informação e Comunicação para a Saúde (e-Saude)","Custeio","SISTEMAS DE TECNOLOGIA DE INFORMACAO E COMUNICACAO PARA A SAUDE (E-SAUDE)",2.8e+08,4.9e+08,512500000,512500000,512500000,5.17e+08
"699","20YP",1344422176.42,1456130146,1.454e+09,0.979367262723521,0,0.0206327372764787,0,0.511416781292985,0.488583218707015,0,0,1,"36000 - Ministério da Saúde__1.454e+09",NA,NA,NA,NA,NA,"Promoção, Proteção e Recuperação da Saúde Indígena","Custeio","PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",1.454e+09,1.375e+09,1.356e+09,1.33e+09,1.4e+09,1.45e+09
"700","20YQ",32656989.69,78746363,8e+07,1,0,0,0,0.9375,0.0625,0,0,1,"36000 - Ministério da Saúde__8e+07",NA,NA,NA,NA,NA,"Apoio Institucional para Aprimoramento do SUS","Custeio","APOIO INSTITUCIONAL PARA APRIMORAMENTO DO SUS",8e+07,8.3e+07,78600000,103700000,92720000,92194000
"701","20YR",2065842091.2,2101424619,2.04e+09,1,0,0,0,1,0,0,0,1,"36000 - Ministério da Saúde__2.04e+09",NA,NA,NA,NA,NA,"Manutenção e Funcionamento do Programa Farmácia Popular do Brasil Pelo Sistema de Gratuidade","Custeio","MANUTENCAO E FUNCIONAMENTO DO PROGRAMA FARMACIA POPULAR DO BRASIL PELO SISTEMA DE GRATUIDADE",2.04e+09,2.04e+09,2.04e+09,2.523e+09,2.153e+09,2716800000
"702","20YS",452563485.45,496045715,429945983,1,0,0,0,1,0,0.571001962355815,0,0.428998037644185,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__245500000","36000 - Ministério da Saúde__184445983",NA,NA,NA,NA,"Manutenção e Funcionamento do Programa Farmácia Popular do Brasil pelo Sistema de Co-pagamento","Custeio","MANUTENCAO E FUNCIONAMENTO DO PROGRAMA FARMACIA POPULAR DO BRASIL PELO SISTEMA DE CO-PAGAMENTO",429945983,4.8e+08,562353000,523840383,552393400,NA
"703","20YU",10045809.22,28276217,24590706,0.969744666948562,0,0.0302553330514382,0,1,0,0,0,1,"25000 - Ministério da Economia__24590706",NA,NA,NA,NA,NA,"Fiscalização de Obrigações Trabalhistas e Inspeção em Segurança e Saúde no Trabalho","Custeio","FISCALIZACAO DE OBRIGACOES TRABALHISTAS E INSPECAO EM SEGURANCA E SAUDE NO TRABALHO",24590706,26023015,70386169,7.5e+07,54535417,55743415
"704","20YV",0,75000,192000,1,0,0,0,1,0,0,0,1,"25000 - Ministério da Economia__192000",NA,NA,NA,NA,NA,"Democratização das Relações de Trabalho","Custeio","DEMOCRATIZACAO DAS RELACOES DE TRABALHO",192000,255000,265000,542113,1440000,1103000
"705","20YW",341653.12,1829405,3984909,0.598819697011902,0,0.401180302988098,0,1,0,0.258814191240001,0.0811910635851408,0.659994745174858,"25000 - Ministério da Economia__2953558","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__1031351",NA,NA,NA,NA,"Produção de Conhecimento Aplicado para Subsidiar Políticas Públicas que Promovam o Trabalho Seguro, Saudável e Produtivo","Custeio","PRODUCAO DE CONHECIMENTO APLICADO PARA SUBSIDIAR POLITICAS PUBLICAS QUE PROMOVAM O TRABALHO SEGURO, SAUDAVEL E PRODUTIVO",3984909,3093372,1500000,3800000,5e+06,5e+06
"706","20YY",0,3494113,375000,1,0,0,0,1,0,0,1,0,"25000 - Ministério da Economia__375000",NA,NA,NA,NA,NA,"Estudos, Pesquisas e Geração de Informações sobre Trabalho, Emprego e Renda","Custeio","ESTUDOS, PESQUISAS E GERACAO DE INFORMACOES SOBRE TRABALHO, EMPREGO E RENDA",375000,498543,1027199,1514567,NA,14763000
"707","20YZ",72064330.33,83248766,1350000,1,0,0,0,1,0,0,0,1,"39000 - Ministério da Infraestrutura__1350000",NA,NA,NA,NA,NA,"Apoio ao Fortalecimento Institucional do Sistema Nacional de Trânsito","Custeio","APOIO AO FORTALECIMENTO INSTITUCIONAL DO SISTEMA NACIONAL DE TRANSITO",1350000,93914000,92594525,29151869,127700001,85450000
"708","20Z1",11099.59,19493408,7151009,1,0,0,0,0.0826469383551328,0.917353061644867,0,1,0,"25000 - Ministério da Economia__7151009",NA,NA,NA,NA,NA,"Qualificação Social e Profissional de Trabalhadores","Custeio","QUALIFICACAO SOCIAL E PROFISSIONAL DE TRABALHADORES",7151009,9445372,12375750,6e+06,87666867,9851000
"709","20Z3",0,71123,130000,1,0,0,0,1,0,0,1,0,"25000 - Ministério da Economia__130000",NA,NA,NA,NA,NA,"Apoio Operacional ao Pagamento do Seguro-Desemprego e do Abono Salarial","Custeio","APOIO OPERACIONAL AO PAGAMENTO DO SEGURO-DESEMPREGO E DO ABONO SALARIAL",130000,172658,246655,6531333,6100000,19029055
"710","20Z6",11346281.67,21195456,27409527,0.985406534012791,0,0.0145934659872095,0,0.927032670063953,0.0729673299360474,0.492703212280898,0,0.507296787719102,"25000 - Ministério da Economia__13904765","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__13504762",NA,NA,NA,NA,"Gestão de Políticas Econômicas e Fiscais","Custeio","GESTAO DE POLITICAS ECONOMICAS E FISCAIS",27409527,27111927,31340450,19939330,31162908,29415188
"711","20Z7",222363524.33,239557059,251146231,0.89104108434739,0,0.10895891565261,0,1,0,0.445520538191951,0,0.554479461808049,"25000 - Ministério da Economia__139255427","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__111890804",NA,NA,NA,NA,"Gestão de Sistemas Informatizados de Administração Financeira e Contábil","Custeio","GESTAO DE SISTEMAS INFORMATIZADOS DE ADMINISTRACAO FINANCEIRA E CONTABIL",251146231,165527173,215844400,231652400,233779548,265855727
"712","20Z8",144111.52,1697025,1325072,0.339981525532198,0,0.660018474467802,0,1,0,0,0,1,"25000 - Ministério da Economia__1325072",NA,NA,NA,NA,NA,"Acompanhamento e Controle de Atividades Econômicas","Investimento","ACOMPANHAMENTO E CONTROLE DE ATIVIDADES ECONOMICAS",1325072,1748307,620000,470000,710000,763000
"713","20Z9",0,234426,1e+06,1,0,0,0,1,0,0.820507,0,0.179493,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__820507","53000 - Ministério do Desenvolvimento Regional__179493",NA,NA,NA,NA,"Apoio à Competitividade e à Modernização da Construção Civil com Sustentabilidade Ambiental","Custeio","APOIO A COMPETITIVIDADE E A MODERNIZACAO DA CONSTRUCAO CIVIL COM SUSTENTABILIDADE AMBIENTAL",1e+06,250000,2e+05,NA,4e+05,4e+05
"714","20ZA",38262663.31,38564700,30291000,0.2,0,0.8,0,1,0,0.1,0,0.9,"25000 - Ministério da Economia__27261900","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__3029100",NA,NA,NA,NA,"Fortalecimento das Ações de Autoridade Monetária","Investimento","FORTALECIMENTO DAS ACOES DE AUTORIDADE MONETARIA",30291000,5e+07,7.2e+07,76020070,1.4e+08,1.55e+08
"715","20ZD",864260.65,12360775,14671323,1,0,0,0,0.995828597052904,0.00417140294709618,0,0,1,"41000 - Ministério das Comunicações__14671323",NA,NA,NA,NA,NA,"Simplificação e Melhoria da Regulação dos Serviços de Telecomunicações","Custeio","SIMPLIFICACAO E MELHORIA DA REGULACAO DOS SERVICOS DE TELECOMUNICACOES",14671323,13556633,6600000,6585560,1477421,2498420
"716","20ZE",0,61281,61281,1,0,0,0,1,0,0,0,1,"41000 - Ministério das Comunicações__61281",NA,NA,NA,NA,NA,"Universalização e Massificação dos Serviços de Telecomunicações","Custeio","UNIVERSALIZACAO E MASSIFICACAO DOS SERVICOS DE TELECOMUNICACOES",61281,61281,61281,61281,101000,101419
"717","20ZF",16697225.56,107142026,35218646,0.922768183649082,0,0.0772318163509182,0,0.886423799483944,0.113576200516056,0.368515842431875,0,0.631484157568125,"54000 - Ministério do Turismo__22240017","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__12978629",NA,NA,NA,NA,"Promoção e Fomento à Cultura Brasileira","Custeio","PROMOCAO E FOMENTO A CULTURA BRASILEIRA",35218646,37166225,50543848,49590905,87688672,125440298
"718","20ZG",741310.65,2462381,6549990,1,0,0,0,1,0,0.529769053082524,0,0.470230946917476,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__3469982","54000 - Ministério do Turismo__3080008",NA,NA,NA,NA,"Formulação e Gestão da Política Cultural","Custeio","FORMULACAO E GESTAO DA POLITICA CULTURAL",6549990,5177000,13910000,13894793,29593476,31756169
"719","20ZH",8262950.71,30510957,28093002,0.935051191752309,0,0.064948808247691,0,0.923967719790146,0.0760322802098544,0.395805403779916,0,0.604194596220084,"54000 - Ministério do Turismo__16973640","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__11119362",NA,NA,NA,NA,"Preservação do Patrimônio Cultural Brasileiro","Custeio","PRESERVACAO DO PATRIMONIO CULTURAL BRASILEIRO",28093002,30193040,25911475,27672971,36049491,40212672
"720","20ZI",0,743021,1999998,1,0,0,0,0.3999998999999,0.6000001000001,0.52976952976953,0,0.47023047023047,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__1059538","54000 - Ministério do Turismo__940460",NA,NA,NA,NA,"Fomento ao Setor Audiovisual (Medida Provisória n.º 2.228-1/2001)","Custeio","FOMENTO AO SETOR AUDIOVISUAL (MEDIDA PROVISORIA N.. 2.228-1/2001)",1999998,1985656,3605920,2465000,7081399,8926546
"721","20ZJ",5859.65,99111,1e+05,1,0,0,0,1,0,0,0,1,"54000 - Ministério do Turismo__1e+05",NA,NA,NA,NA,NA,"Fiscalização e Regulamentação do Setor Audiovisual","Custeio","FISCALIZACAO E REGULAMENTACAO DO SETOR AUDIOVISUAL",1e+05,1e+05,1e+05,1e+05,1e+05,1e+05
"722","20ZK",563.65,23187211,1.3e+07,1,0,0,0,1,0,0,0,1,"54000 - Ministério do Turismo__11500000","74000 - Operações Oficiais de Crédito__1500000",NA,NA,NA,NA,"Administração dos Investimentos, Financiamentos e Atividades do Fundo Setorial do Audiovisual – Lei nº 11.437, de 2006","Custeio","ADMINISTRACAO DOS INVESTIMENTOS, FINANCIAMENTOS E ATIVIDADES DO FUNDO SETORIAL DO AUDIOVISUAL - LEI N. 11.437, DE 2006",1.3e+07,15400000,19500000,1.8e+07,18876767,22376767
"723","20ZM",702522.61,1417365,1859864,1,0,0,0,1,0,0.529768843313275,0,0.470231156686725,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__985298","54000 - Ministério do Turismo__874566",NA,NA,NA,NA,"Produção e Difusão de Conhecimento na Área Cultural","Custeio","PRODUCAO E DIFUSAO DE CONHECIMENTO NA AREA CULTURAL",1859864,1509873,1485225,727993,7989062,5213649
"724","20ZO",496562.8,1451722,3587662,0.999721266942092,0,0.000278733057907908,0,1,0,0,0,1,"25000 - Ministério da Economia__3587662",NA,NA,NA,NA,NA,"Promoção e Gestão do Comércio Exterior","Custeio","PROMOCAO E GESTAO DO COMERCIO EXTERIOR",3186662,3228747,3445639,2118664,1751377,2057999
"725","20ZQ",0,0,5847716,1,0,0,0,1,0,0.699999965798613,0,0.300000034201387,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__4093401","41000 - Ministério das Comunicações__1754315",NA,NA,NA,NA,"Estudos, Pesquisas e Produção de Indicadores na Área das Comunicações","Custeio","ESTUDOS, PESQUISAS E PRODUCAO DE INDICADORES NA AREA DAS COMUNICACOES",1754315,NA,NA,NA,NA,1300000
